idx,doc_id,period,year,paragraph_idx,segment_idx,char_count,word_count,filter_score
462,barsenkov_2010,2000-2012,2010,458,0,854,115,7
463,barsenkov_2010,2000-2012,2010,460,2,829,117,5
464,barsenkov_2010,2000-2012,2010,461,0,840,116,5
465,barsenkov_2010,2000-2012,2010,462,0,849,130,4
466,barsenkov_2010,2000-2012,2010,463,0,392,50,3
467,barsenkov_2010,2000-2012,2010,465,3,1063,146,3
468,barsenkov_2010,2000-2012,2010,465,4,490,65,3
469,barsenkov_2010,2000-2012,2010,466,1,1104,150,3
470,barsenkov_2010,2000-2012,2010,467,0,977,127,3
471,barsenkov_2010,2000-2012,2010,467,1,1083,136,4
472,barsenkov_2010,2000-2012,2010,468,2,658,91,4
473,barsenkov_2010,2000-2012,2010,469,4,810,100,4
474,barsenkov_2010,2000-2012,2010,471,0,607,80,3
475,barsenkov_2010,2000-2012,2010,471,1,794,115,7
476,barsenkov_2010,2000-2012,2010,474,3,419,64,5
477,barsenkov_2010,2000-2012,2010,477,2,565,69,5
478,barsenkov_2010,2000-2012,2010,480,1,482,67,3
479,barsenkov_2010,2000-2012,2010,482,0,585,81,3
480,barsenkov_2010,2000-2012,2010,482,2,571,86,8
481,barsenkov_2010,2000-2012,2010,482,3,520,78,7
482,barsenkov_2010,2000-2012,2010,484,0,702,100,4
483,barsenkov_2010,2000-2012,2010,484,1,607,83,3
484,barsenkov_2010,2000-2012,2010,484,3,577,74,3
485,barsenkov_2010,2000-2012,2010,484,4,401,58,9
486,barsenkov_2010,2000-2012,2010,485,0,433,63,3
487,barsenkov_2010,2000-2012,2010,486,3,162,23,4
488,barsenkov_2010,2000-2012,2010,486,4,402,53,3
489,barsenkov_2010,2000-2012,2010,487,0,324,48,6
490,barsenkov_2010,2000-2012,2010,487,1,745,99,3
491,barsenkov_2010,2000-2012,2010,487,2,593,79,3
492,barsenkov_2010,2000-2012,2010,487,3,442,64,6
493,barsenkov_2010,2000-2012,2010,488,3,833,111,4
494,barsenkov_2010,2000-2012,2010,488,4,235,39,3
495,barsenkov_2010,2000-2012,2010,488,5,1021,125,3
496,barsenkov_2010,2000-2012,2010,488,6,385,46,9
497,barsenkov_2010,2000-2012,2010,489,0,840,114,3
498,barsenkov_2010,2000-2012,2010,489,1,794,102,6
499,barsenkov_2010,2000-2012,2010,489,2,907,118,12
500,barsenkov_2010,2000-2012,2010,489,3,208,25,2
501,barsenkov_2010,2000-2012,2010,490,0,771,123,7
502,barsenkov_2010,2000-2012,2010,490,1,735,115,6
503,barsenkov_2010,2000-2012,2010,490,2,840,150,5
504,barsenkov_2010,2000-2012,2010,491,2,645,84,6
505,barsenkov_2010,2000-2012,2010,491,3,473,69,8
506,barsenkov_2010,2000-2012,2010,492,1,748,97,12
507,barsenkov_2010,2000-2012,2010,492,3,224,35,5
508,barsenkov_2010,2000-2012,2010,492,4,390,49,6
509,barsenkov_2010,2000-2012,2010,493,0,473,71,5
510,barsenkov_2010,2000-2012,2010,493,1,641,89,3
511,barsenkov_2010,2000-2012,2010,493,3,770,109,10
512,barsenkov_2010,2000-2012,2010,493,4,593,83,3
513,barsenkov_2010,2000-2012,2010,494,0,471,65,7
514,barsenkov_2010,2000-2012,2010,494,2,1215,168,11
515,barsenkov_2010,2000-2012,2010,495,1,463,64,3
516,barsenkov_2010,2000-2012,2010,495,2,1384,201,2
517,barsenkov_2010,2000-2012,2010,496,0,476,65,2
518,barsenkov_2010,2000-2012,2010,496,2,658,94,3
519,barsenkov_2010,2000-2012,2010,496,3,280,43,2
520,barsenkov_2010,2000-2012,2010,496,5,651,87,3
521,barsenkov_2010,2000-2012,2010,497,0,447,68,3
522,barsenkov_2010,2000-2012,2010,497,2,805,111,7
523,barsenkov_2010,2000-2012,2010,498,3,1006,139,2
524,barsenkov_2010,2000-2012,2010,500,0,726,100,5
525,barsenkov_2010,2000-2012,2010,500,1,798,118,14
526,barsenkov_2010,2000-2012,2010,501,0,733,98,15
527,barsenkov_2010,2000-2012,2010,501,1,871,115,10
528,barsenkov_2010,2000-2012,2010,501,2,494,72,9
529,barsenkov_2010,2000-2012,2010,501,3,651,82,4
530,barsenkov_2010,2000-2012,2010,502,0,711,101,5
531,barsenkov_2010,2000-2012,2010,502,3,540,75,3
532,barsenkov_2010,2000-2012,2010,504,2,444,63,2
533,barsenkov_2010,2000-2012,2010,504,3,439,66,5
534,barsenkov_2010,2000-2012,2010,505,0,475,59,3
535,barsenkov_2010,2000-2012,2010,505,4,375,55,3
536,barsenkov_2010,2000-2012,2010,505,5,176,26,3
537,barsenkov_2010,2000-2012,2010,506,0,868,130,6
538,barsenkov_2010,2000-2012,2010,506,3,943,121,9
539,barsenkov_2010,2000-2012,2010,507,0,667,106,8
540,barsenkov_2010,2000-2012,2010,510,7,513,70,5
541,barsenkov_2010,2000-2012,2010,523,3,724,94,3
542,barsenkov_2010,2000-2012,2010,525,2,732,111,2
543,barsenkov_2010,2000-2012,2010,525,3,544,77,2
544,barsenkov_2010,2000-2012,2010,526,0,685,103,9
545,barsenkov_2010,2000-2012,2010,526,1,763,114,4
546,barsenkov_2010,2000-2012,2010,529,0,719,94,3
547,barsenkov_2010,2000-2012,2010,532,5,457,57,3
548,barsenkov_2010,2000-2012,2010,532,6,276,36,3
549,barsenkov_2010,2000-2012,2010,533,8,569,76,4
550,barsenkov_2010,2000-2012,2010,534,2,567,72,2
551,barsenkov_2010,2000-2012,2010,535,3,754,97,5
552,barsenkov_2010,2000-2012,2010,535,4,918,114,3
553,barsenkov_2010,2000-2012,2010,536,2,631,83,3
554,barsenkov_2010,2000-2012,2010,536,3,675,92,4
555,barsenkov_2010,2000-2012,2010,536,4,450,68,3
556,barsenkov_2010,2000-2012,2010,537,0,905,117,2
557,barsenkov_2010,2000-2012,2010,537,1,359,49,3
558,barsenkov_2010,2000-2012,2010,538,0,909,121,2
559,barsenkov_2010,2000-2012,2010,538,1,547,77,3
560,barsenkov_2010,2000-2012,2010,538,3,512,70,6
561,barsenkov_2010,2000-2012,2010,538,4,346,49,6
562,barsenkov_2010,2000-2012,2010,541,4,513,75,3
563,barsenkov_2010,2000-2012,2010,543,2,1222,149,3
564,barsenkov_2010,2000-2012,2010,544,1,510,71,6
565,barsenkov_2010,2000-2012,2010,544,2,548,78,2
566,barsenkov_2010,2000-2012,2010,544,5,407,61,2
567,barsenkov_2010,2000-2012,2010,551,1,414,57,4
568,barsenkov_2010,2000-2012,2010,553,0,1172,149,3
569,barsenkov_2010,2000-2012,2010,553,1,602,90,3
570,barsenkov_2010,2000-2012,2010,553,2,942,133,6
571,barsenkov_2010,2000-2012,2010,554,0,570,75,6
572,barsenkov_2010,2000-2012,2010,554,2,810,115,5
573,barsenkov_2010,2000-2012,2010,554,3,774,105,4
574,barsenkov_2010,2000-2012,2010,555,0,508,58,2
575,barsenkov_2010,2000-2012,2010,556,0,874,117,2
576,barsenkov_2010,2000-2012,2010,557,0,678,88,2
577,barsenkov_2010,2000-2012,2010,557,2,391,56,2
578,barsenkov_2010,2000-2012,2010,558,1,1295,162,3
579,barsenkov_2010,2000-2012,2010,560,1,1096,141,4
580,barsenkov_2010,2000-2012,2010,561,3,333,42,3
581,barsenkov_2010,2000-2012,2010,562,3,542,77,3
582,barsenkov_2010,2000-2012,2010,566,0,920,125,9
583,barsenkov_2010,2000-2012,2010,569,0,411,54,3
584,barsenkov_2010,2000-2012,2010,573,3,364,44,3
585,barsenkov_2010,2000-2012,2010,575,1,611,78,3
586,barsenkov_2010,2000-2012,2010,576,1,773,102,3
587,barsenkov_2010,2000-2012,2010,576,2,329,43,3
588,barsenkov_2010,2000-2012,2010,576,3,564,76,9
589,barsenkov_2010,2000-2012,2010,576,5,253,32,6
590,barsenkov_2010,2000-2012,2010,576,6,541,64,11
591,barsenkov_2010,2000-2012,2010,578,6,235,37,3
592,barsenkov_2010,2000-2012,2010,585,2,929,131,2
593,barsenkov_2010,2000-2012,2010,597,1,464,61,2
594,barsenkov_2010,2000-2012,2010,598,4,469,70,5
595,barsenkov_2010,2000-2012,2010,609,3,895,118,3
596,barsenkov_2010,2000-2012,2010,613,2,984,118,3
597,barsenkov_2010,2000-2012,2010,616,5,380,50,2
598,barsenkov_2010,2000-2012,2010,619,1,357,44,3
599,barsenkov_2010,2000-2012,2010,622,3,721,89,2
600,barsenkov_2010,2000-2012,2010,622,4,1170,163,3
601,barsenkov_2010,2000-2012,2010,623,2,837,116,9
602,barsenkov_2010,2000-2012,2010,624,5,402,54,2
603,barsenkov_2010,2000-2012,2010,627,1,353,54,4
604,barsenkov_2010,2000-2012,2010,629,0,721,111,2
605,barsenkov_2010,2000-2012,2010,630,1,830,109,6
606,barsenkov_2010,2000-2012,2010,630,2,185,32,4
607,barsenkov_2010,2000-2012,2010,635,0,747,92,2
608,barsenkov_2010,2000-2012,2010,639,0,545,75,2
609,barsenkov_2010,2000-2012,2010,640,5,330,44,2
610,barsenkov_2010,2000-2012,2010,646,1,389,52,2
611,barsenkov_2010,2000-2012,2010,650,1,858,105,2
612,barsenkov_2010,2000-2012,2010,651,4,309,44,4
613,barsenkov_2010,2000-2012,2010,651,5,569,77,2
614,barsenkov_2010,2000-2012,2010,654,6,639,83,3
615,barsenkov_2010,2000-2012,2010,659,0,811,101,2
616,barsenkov_2010,2000-2012,2010,660,1,939,116,2
617,barsenkov_2010,2000-2012,2010,665,1,1026,133,2
618,barsenkov_2010,2000-2012,2010,665,3,688,91,3
619,barsenkov_2010,2000-2012,2010,669,1,675,83,5
620,barsenkov_2010,2000-2012,2010,669,3,525,71,2
621,barsenkov_2010,2000-2012,2010,670,0,1131,136,8
622,barsenkov_2010,2000-2012,2010,672,1,830,123,3
623,barsenkov_2010,2000-2012,2010,673,1,621,83,2
624,barsenkov_2010,2000-2012,2010,681,0,1074,136,3
625,barsenkov_2010,2000-2012,2010,710,4,304,48,4
626,barsenkov_2010,2000-2012,2010,711,1,123,17,2
627,barsenkov_2010,2000-2012,2010,730,2,667,91,2
628,barsenkov_2010,2000-2012,2010,751,1,1173,153,2
629,barsenkov_2010,2000-2012,2010,780,2,914,141,2
630,barsenkov_2010,2000-2012,2010,781,0,886,123,2
631,barsenkov_2010,2000-2012,2010,795,0,626,88,2
632,barsenkov_2010,2000-2012,2010,837,4,129,19,2
633,barsenkov_2010,2000-2012,2010,839,0,783,109,2
634,barsenkov_2010,2000-2012,2010,841,0,857,126,2
635,barsenkov_2010,2000-2012,2010,868,0,881,115,2
636,barsenkov_2010,2000-2012,2010,877,1,885,125,3
637,barsenkov_2010,2000-2012,2010,877,2,813,111,4
638,barsenkov_2010,2000-2012,2010,882,1,170,29,2
639,barsenkov_2010,2000-2012,2010,882,3,265,37,6
640,barsenkov_2010,2000-2012,2010,882,6,134,19,6
641,barsenkov_2010,2000-2012,2010,882,10,193,27,3
642,barsenkov_2010,2000-2012,2010,882,11,121,18,2
643,barsenkov_2010,2000-2012,2010,882,12,187,25,3
644,barsenkov_2010,2000-2012,2010,882,13,201,30,3
645,barsenkov_2010,2000-2012,2010,882,14,154,23,2
646,barsenkov_2010,2000-2012,2010,882,18,126,20,5
647,barsenkov_2010,2000-2012,2010,883,4,192,29,2
648,barsenkov_2010,2000-2012,2010,883,5,124,17,3
649,barsenkov_2010,2000-2012,2010,883,6,150,23,16
650,barsenkov_2010,2000-2012,2010,883,13,263,38,3
651,barsenkov_2010,2000-2012,2010,883,18,183,25,2
652,barsenkov_2010,2000-2012,2010,884,13,257,35,6
653,barsenkov_2010,2000-2012,2010,884,14,94,20,5
654,barsenkov_2010,2000-2012,2010,885,2,138,22,7
655,barsenkov_2010,2000-2012,2010,885,6,179,26,4
656,barsenkov_2010,2000-2012,2010,886,5,90,15,3
657,barsenkov_2010,2000-2012,2010,886,11,172,23,2
658,barsenkov_2010,2000-2012,2010,888,20,91,17,2
659,barsenkov_2010,2000-2012,2010,888,28,103,16,3
660,barsenkov_2010,2000-2012,2010,889,18,77,16,3
661,barsenkov_2010,2000-2012,2010,890,6,116,19,4
662,barsenkov_2010,2000-2012,2010,891,10,154,20,2
663,barsenkov_2010,2000-2012,2010,892,21,86,15,3
664,barsenkov_2010,2000-2012,2010,892,24,112,16,2
665,barsenkov_2010,2000-2012,2010,893,5,88,16,6
666,barsenkov_2010,2000-2012,2010,893,9,103,20,4
667,barsenkov_2010,2000-2012,2010,893,13,170,22,5
668,barsenkov_2010,2000-2012,2010,893,20,180,25,2
669,barsenkov_2010,2000-2012,2010,893,21,99,16,3
670,barsenkov_2010,2000-2012,2010,894,14,226,32,6
671,barsenkov_2010,2000-2012,2010,894,18,189,25,3
672,barsenkov_2010,2000-2012,2010,894,19,165,22,3
673,barsenkov_2010,2000-2012,2010,895,16,145,19,3
674,barsenkov_2010,2000-2012,2010,895,18,98,17,4
675,barsenkov_2010,2000-2012,2010,896,3,127,18,2
676,barsenkov_2010,2000-2012,2010,896,12,95,16,4
677,barsenkov_2010,2000-2012,2010,896,14,201,33,3
678,barsenkov_2010,2000-2012,2010,897,3,90,15,3
679,barsenkov_2010,2000-2012,2010,897,4,157,21,6
680,barsenkov_2010,2000-2012,2010,898,1,167,23,3
681,barsenkov_2010,2000-2012,2010,898,8,191,25,2
682,barsenkov_2010,2000-2012,2010,899,12,313,39,5
683,barsenkov_2010,2000-2012,2010,917,22,80,18,3
684,barsenkov_2010,2000-2012,2010,923,4,455,30,2
685,barsenkov_2010,2000-2012,2010,923,6,279,15,2
686,barsenkov_2010,2000-2012,2010,923,8,349,16,3
687,khromenkova_2012,2000-2012,2012,7,1,412,27,3
688,khromenkova_2012,2000-2012,2012,7,2,271,17,3
689,khromenkova_2012,2000-2012,2012,51,1,714,110,2
690,khromenkova_2012,2000-2012,2012,72,0,562,69,2
691,khromenkova_2012,2000-2012,2012,91,1,1008,123,4
692,khromenkova_2012,2000-2012,2012,93,0,121,16,2
693,khromenkova_2012,2000-2012,2012,98,8,371,44,2
694,khromenkova_2012,2000-2012,2012,100,5,813,101,2
695,khromenkova_2012,2000-2012,2012,102,3,802,98,2
696,khromenkova_2012,2000-2012,2012,111,6,660,86,2
697,khromenkova_2012,2000-2012,2012,115,1,389,52,2
698,khromenkova_2012,2000-2012,2012,120,1,534,68,3
699,khromenkova_2012,2000-2012,2012,123,2,822,108,3
700,khromenkova_2012,2000-2012,2012,124,3,918,136,4
701,khromenkova_2012,2000-2012,2012,125,0,823,113,6
702,khromenkova_2012,2000-2012,2012,126,3,442,61,6
703,khromenkova_2012,2000-2012,2012,126,5,1226,159,6
704,khromenkova_2012,2000-2012,2012,128,0,708,86,6
705,khromenkova_2012,2000-2012,2012,129,0,708,97,3
706,khromenkova_2012,2000-2012,2012,129,1,1116,141,7
707,khromenkova_2012,2000-2012,2012,129,2,1190,136,17
708,khromenkova_2012,2000-2012,2012,129,3,1412,186,10
709,khromenkova_2012,2000-2012,2012,132,0,641,82,7
710,khromenkova_2012,2000-2012,2012,132,1,761,97,6
711,khromenkova_2012,2000-2012,2012,132,2,1105,146,3
712,khromenkova_2012,2000-2012,2012,132,3,1119,140,4
713,khromenkova_2012,2000-2012,2012,132,4,345,40,4
714,khromenkova_2012,2000-2012,2012,132,5,367,52,4
715,khromenkova_2012,2000-2012,2012,132,6,718,105,4
716,khromenkova_2012,2000-2012,2012,132,7,501,70,6
717,khromenkova_2012,2000-2012,2012,133,0,860,113,4
718,khromenkova_2012,2000-2012,2012,133,1,1176,162,6
719,khromenkova_2012,2000-2012,2012,133,2,668,102,5
720,khromenkova_2012,2000-2012,2012,133,3,150,19,4
721,khromenkova_2012,2000-2012,2012,134,0,389,54,8
722,khromenkova_2012,2000-2012,2012,136,2,260,38,4
723,khromenkova_2012,2000-2012,2012,140,1,302,38,3
724,khromenkova_2012,2000-2012,2012,143,0,506,58,5
725,khromenkova_2012,2000-2012,2012,146,1,404,55,6
726,khromenkova_2012,2000-2012,2012,150,3,939,111,2
727,khromenkova_2012,2000-2012,2012,151,5,739,95,3
728,khromenkova_2012,2000-2012,2012,152,0,227,32,3
729,khromenkova_2012,2000-2012,2012,154,2,511,77,4
730,khromenkova_2012,2000-2012,2012,155,2,695,83,9
731,khromenkova_2012,2000-2012,2012,155,4,496,62,7
732,khromenkova_2012,2000-2012,2012,157,1,329,47,4
733,khromenkova_2012,2000-2012,2012,157,2,424,65,7
734,khromenkova_2012,2000-2012,2012,157,3,373,47,3
735,khromenkova_2012,2000-2012,2012,157,4,309,41,2
736,khromenkova_2012,2000-2012,2012,158,6,764,103,2
737,khromenkova_2012,2000-2012,2012,158,11,214,23,3
738,khromenkova_2012,2000-2012,2012,160,4,500,64,3
739,khromenkova_2012,2000-2012,2012,165,0,705,87,3
740,khromenkova_2012,2000-2012,2012,172,4,748,88,2
741,ostrovsky_2001,2000-2012,2001,18,1,629,97,2
742,ostrovsky_2001,2000-2012,2001,24,3,579,75,2
743,ostrovsky_2001,2000-2012,2001,61,2,283,43,2
744,ostrovsky_2001,2000-2012,2001,67,0,1098,141,2
745,ostrovsky_2001,2000-2012,2001,68,0,485,69,2
746,ostrovsky_2001,2000-2012,2001,70,0,741,104,2
747,ostrovsky_2001,2000-2012,2001,83,4,334,50,2
748,ostrovsky_2001,2000-2012,2001,91,4,371,50,2
749,ostrovsky_2001,2000-2012,2001,93,2,388,51,2
750,ostrovsky_2001,2000-2012,2001,98,1,596,83,2
751,ostrovsky_2001,2000-2012,2001,142,2,325,46,2
752,ostrovsky_2001,2000-2012,2001,143,0,322,41,2
753,ostrovsky_2001,2000-2012,2001,143,1,392,63,2
754,ostrovsky_2001,2000-2012,2001,155,1,373,58,2
755,ostrovsky_2001,2000-2012,2001,157,1,769,104,2
756,ostrovsky_2001,2000-2012,2001,164,3,482,70,3
757,ostrovsky_2001,2000-2012,2001,165,2,577,82,2
758,ostrovsky_2001,2000-2012,2001,177,1,847,123,2
759,ostrovsky_2001,2000-2012,2001,178,1,648,76,4
760,ostrovsky_2001,2000-2012,2001,178,2,763,98,4
761,ostrovsky_2001,2000-2012,2001,178,4,339,43,2
762,ostrovsky_2001,2000-2012,2001,183,1,394,56,2
763,ostrovsky_2001,2000-2012,2001,193,1,324,49,3
764,ostrovsky_2001,2000-2012,2001,199,0,435,56,5
765,ostrovsky_2001,2000-2012,2001,199,1,611,83,3
766,ostrovsky_2001,2000-2012,2001,200,0,314,42,2
767,ostrovsky_2001,2000-2012,2001,201,0,801,112,5
768,ostrovsky_2001,2000-2012,2001,201,1,531,80,3
769,ostrovsky_2001,2000-2012,2001,202,0,606,91,5
770,ostrovsky_2001,2000-2012,2001,202,1,498,74,3
771,ostrovsky_2001,2000-2012,2001,202,2,538,78,13
772,ostrovsky_2001,2000-2012,2001,203,0,521,84,6
773,ostrovsky_2001,2000-2012,2001,203,1,366,55,3
774,ostrovsky_2001,2000-2012,2001,203,3,189,23,2
775,ostrovsky_2001,2000-2012,2001,204,0,433,56,2
776,ostrovsky_2001,2000-2012,2001,213,0,673,91,2
777,ostrovsky_2001,2000-2012,2001,213,1,588,80,4
778,ostrovsky_2001,2000-2012,2001,214,0,262,34,3
779,ostrovsky_2001,2000-2012,2001,214,2,624,82,5
780,ostrovsky_2001,2000-2012,2001,216,0,267,40,2
781,ostrovsky_2001,2000-2012,2001,217,0,630,85,2
782,ostrovsky_2001,2000-2012,2001,217,1,496,77,2
783,ostrovsky_2001,2000-2012,2001,218,0,310,43,4
784,ostrovsky_2001,2000-2012,2001,218,1,526,70,5
785,ostrovsky_2001,2000-2012,2001,218,2,456,59,2
786,ostrovsky_2001,2000-2012,2001,219,1,596,82,3
787,ostrovsky_2001,2000-2012,2001,220,0,548,77,3
788,ostrovsky_2001,2000-2012,2001,222,0,749,89,2
789,ostrovsky_2001,2000-2012,2001,222,5,930,114,6
790,ostrovsky_2001,2000-2012,2001,222,7,654,85,3
791,ostrovsky_2001,2000-2012,2001,223,0,889,112,2
792,ostrovsky_2001,2000-2012,2001,223,1,648,81,4
793,ostrovsky_2001,2000-2012,2001,226,0,455,77,3
794,ostrovsky_2001,2000-2012,2001,226,1,224,42,2
795,ostrovsky_2001,2000-2012,2001,227,0,346,61,2
796,ostrovsky_2001,2000-2012,2001,229,1,678,101,2
797,ostrovsky_2001,2000-2012,2001,231,0,226,24,8
798,ostrovsky_2001,2000-2012,2001,231,2,351,49,3
799,ostrovsky_2001,2000-2012,2001,233,1,225,31,6
800,ostrovsky_2001,2000-2012,2001,234,0,488,69,6
801,ostrovsky_2001,2000-2012,2001,234,1,803,109,6
802,ostrovsky_2001,2000-2012,2001,234,2,392,53,3
803,ostrovsky_2001,2000-2012,2001,235,0,412,66,3
804,ostrovsky_2001,2000-2012,2001,235,1,255,42,2
805,ostrovsky_2001,2000-2012,2001,235,2,642,91,8
806,ostrovsky_2001,2000-2012,2001,236,0,804,105,10
807,ostrovsky_2001,2000-2012,2001,236,3,1046,145,7
808,ostrovsky_2001,2000-2012,2001,236,4,596,91,13
809,ostrovsky_2001,2000-2012,2001,236,9,192,28,2
810,ostrovsky_2001,2000-2012,2001,237,1,753,99,4
811,ostrovsky_2001,2000-2012,2001,237,2,603,85,6
812,ostrovsky_2001,2000-2012,2001,242,2,391,59,3
813,ostrovsky_2001,2000-2012,2001,242,3,653,107,12
814,ostrovsky_2001,2000-2012,2001,243,0,309,50,10
815,ostrovsky_2001,2000-2012,2001,243,1,344,60,9
816,ostrovsky_2001,2000-2012,2001,243,2,487,87,3
817,ostrovsky_2001,2000-2012,2001,243,3,323,57,6
818,ostrovsky_2001,2000-2012,2001,244,0,314,62,4
819,ostrovsky_2001,2000-2012,2001,244,1,345,58,12
820,ostrovsky_2001,2000-2012,2001,245,0,389,50,2
821,ostrovsky_2001,2000-2012,2001,245,1,657,89,8
822,ostrovsky_2001,2000-2012,2001,247,0,320,47,12
823,ostrovsky_2001,2000-2012,2001,247,1,511,74,3
824,ostrovsky_2001,2000-2012,2001,247,2,448,75,9
825,ostrovsky_2001,2000-2012,2001,249,0,223,33,5
826,ostrovsky_2001,2000-2012,2001,252,1,1104,144,4
827,ostrovsky_2001,2000-2012,2001,253,1,614,85,2
828,ostrovsky_2001,2000-2012,2001,254,1,500,78,3
829,ostrovsky_2001,2000-2012,2001,255,1,829,122,7
830,ostrovsky_2001,2000-2012,2001,256,3,167,21,3
831,ostrovsky_2001,2000-2012,2001,257,0,608,84,3
832,ostrovsky_2001,2000-2012,2001,259,2,1053,135,2
833,ostrovsky_2001,2000-2012,2001,260,0,735,101,6
834,ostrovsky_2001,2000-2012,2001,260,1,689,91,2
835,ostrovsky_2001,2000-2012,2001,261,0,563,90,9
836,ostrovsky_2001,2000-2012,2001,261,1,627,93,9
837,ostrovsky_2001,2000-2012,2001,264,1,404,65,3
838,ostrovsky_2001,2000-2012,2001,265,1,724,101,3
839,ostrovsky_2001,2000-2012,2001,266,1,625,84,9
840,ostrovsky_2001,2000-2012,2001,268,1,467,71,4
841,ostrovsky_2001,2000-2012,2001,268,2,565,78,8
842,ostrovsky_2001,2000-2012,2001,269,3,822,118,3
843,ostrovsky_2001,2000-2012,2001,272,0,530,84,7
844,ostrovsky_2001,2000-2012,2001,272,1,385,64,6
845,ostrovsky_2001,2000-2012,2001,275,1,269,38,3
846,ostrovsky_2001,2000-2012,2001,277,2,359,52,3
847,ostrovsky_2001,2000-2012,2001,278,2,410,63,6
848,ostrovsky_2001,2000-2012,2001,279,0,800,122,2
849,ostrovsky_2001,2000-2012,2001,280,2,597,86,6
850,ostrovsky_2001,2000-2012,2001,280,3,736,113,6
851,ostrovsky_2001,2000-2012,2001,283,2,323,54,3
852,ostrovsky_2001,2000-2012,2001,285,0,321,46,3
853,ostrovsky_2001,2000-2012,2001,285,2,865,126,9
854,ostrovsky_2001,2000-2012,2001,287,2,151,27,3
855,ostrovsky_2001,2000-2012,2001,289,0,517,69,2
856,ostrovsky_2001,2000-2012,2001,289,1,458,60,3
857,ostrovsky_2001,2000-2012,2001,289,2,466,71,6
858,ostrovsky_2001,2000-2012,2001,289,3,272,39,3
859,ostrovsky_2001,2000-2012,2001,290,1,547,87,6
860,ostrovsky_2001,2000-2012,2001,290,2,875,127,8
861,ostrovsky_2001,2000-2012,2001,290,3,903,140,8
862,ostrovsky_2001,2000-2012,2001,290,4,536,73,3
863,ostrovsky_2001,2000-2012,2001,296,0,396,58,3
864,ostrovsky_2001,2000-2012,2001,297,0,415,58,3
865,ostrovsky_2001,2000-2012,2001,297,1,315,47,3
866,ostrovsky_2001,2000-2012,2001,300,0,594,81,2
867,ostrovsky_2001,2000-2012,2001,300,1,596,85,2
868,ostrovsky_2001,2000-2012,2001,300,5,501,68,5
869,ostrovsky_2001,2000-2012,2001,301,0,527,78,2
870,ostrovsky_2001,2000-2012,2001,301,2,411,51,3
871,ostrovsky_2001,2000-2012,2001,302,0,726,105,8
872,ostrovsky_2001,2000-2012,2001,303,0,793,113,6
873,ostrovsky_2001,2000-2012,2001,310,1,547,77,4
874,ostrovsky_2001,2000-2012,2001,313,0,730,97,6
875,ostrovsky_2001,2000-2012,2001,325,6,564,86,3
876,ostrovsky_2001,2000-2012,2001,327,0,485,78,5
877,ostrovsky_2001,2000-2012,2001,327,1,799,98,2
878,ostrovsky_2001,2000-2012,2001,328,0,635,91,3
879,ostrovsky_2001,2000-2012,2001,328,1,656,89,3
880,ostrovsky_2001,2000-2012,2001,328,5,453,70,9
881,ostrovsky_2001,2000-2012,2001,331,0,699,106,6
882,ostrovsky_2001,2000-2012,2001,344,0,426,60,2
883,ostrovsky_2001,2000-2012,2001,344,1,555,77,7
884,ostrovsky_2001,2000-2012,2001,344,2,557,79,2
885,ostrovsky_2001,2000-2012,2001,346,0,786,99,5
886,ostrovsky_2001,2000-2012,2001,347,0,601,80,2
887,ostrovsky_2001,2000-2012,2001,347,1,205,25,5
888,ostrovsky_2001,2000-2012,2001,348,0,220,34,3
889,ostrovsky_2001,2000-2012,2001,348,1,311,47,3
890,ostrovsky_2001,2000-2012,2001,348,2,306,49,7
891,ostrovsky_2001,2000-2012,2001,348,3,402,60,5
892,ostrovsky_2001,2000-2012,2001,348,4,343,53,6
893,ostrovsky_2001,2000-2012,2001,349,0,755,109,8
894,ostrovsky_2001,2000-2012,2001,350,0,493,65,3
895,ostrovsky_2001,2000-2012,2001,351,1,412,54,6
896,ostrovsky_2001,2000-2012,2001,351,2,367,54,3
897,ostrovsky_2001,2000-2012,2001,351,4,292,43,3
898,ostrovsky_2001,2000-2012,2001,351,5,287,41,5
899,ostrovsky_2001,2000-2012,2001,351,6,151,23,3
900,ostrovsky_2001,2000-2012,2001,351,7,403,58,3
901,ostrovsky_2001,2000-2012,2001,351,8,567,80,3
902,ostrovsky_2001,2000-2012,2001,352,2,448,61,3
903,ostrovsky_2001,2000-2012,2001,352,3,449,63,4
904,ostrovsky_2001,2000-2012,2001,352,5,421,58,2
905,ostrovsky_2001,2000-2012,2001,354,1,474,67,4
906,ostrovsky_2001,2000-2012,2001,354,6,458,68,6
907,ostrovsky_2001,2000-2012,2001,354,7,384,49,3
908,ostrovsky_2001,2000-2012,2001,355,2,713,91,3
909,ostrovsky_2001,2000-2012,2001,358,1,514,65,3
910,ostrovsky_2001,2000-2012,2001,361,0,1150,161,8
911,ostrovsky_2001,2000-2012,2001,362,0,611,91,3
912,ostrovsky_2001,2000-2012,2001,362,1,690,100,4
913,ostrovsky_2001,2000-2012,2001,363,1,328,48,5
914,ostrovsky_2001,2000-2012,2001,365,0,316,45,7
915,ostrovsky_2001,2000-2012,2001,365,1,446,63,9
916,ostrovsky_2001,2000-2012,2001,365,2,619,87,12
917,ostrovsky_2001,2000-2012,2001,366,0,333,48,10
918,ostrovsky_2001,2000-2012,2001,366,1,359,54,7
919,ostrovsky_2001,2000-2012,2001,366,3,308,50,6
